Strategy,Label
Ich entschuldige mich für das nicht-einhalten des Zeitplans.,-1
"Ich analysiere, ob ich früher handeln hätte können.",-1
Ich spreche mit Freunden darüber,28
Ich lasse meiner Wut kurz freien Lauf um mich wieder konzentrieren zu können.,-1
Ich spreche mit den Zuständigen und bitte das nächste Mal um weniger Verzögerung.,-1
Beschwere mich bei Verantwortlichen,32
„Nicht meine Schuld“,33
Schiebe übermässige Arbeit an jmd anders ab,-1
"Lasse alle wissen, d. Fehler nicht bei mir liegt",33
Beschwere m. bei Familie/Freunden (Verständnis),-1
Maule m. Kollegen ü. Verantwortl.,-1
versuche mich abzulenken,4
arbeite einfach weiter meinen Zeitplan ab,-1
konfrontiere den Verantwortlichen,-1
rufe meine beste Freundin an,10
betrinke mich,12
kündige,17
weine,-1
mache Yoga,-1
Eis essen,11
Sport machen,-1
Gespräch mit Chef,-1
ignorieren,9
fahre nach Hause und geh schlaufen,-1
Stellungnahme schreiben,-1
Herausfinden wieso?,-1
Vorgesetzten darauf ansprechen,-1
"Dafür sorgen, dass das nicht mehr passiert",-1
Zeitplan anpassen,-1
Beschwerde gegen Zwischenbericht,-1
Kollegen gleiches Problem?,-1
"Auszeit nehmen (Urlaub, langes WE, …)",-1
Ich erkläre dem Chef warum es dazu gekommen ist,-1
Ich rege mich nicht auf,-1
"Beim nächsten Bericht achte ich darauf, dass ich besseren Zugang bekomme",-1
Ich kläre die Situation in Ruhe,35
Ich versuche das Gespräch zu einem Ich versuche es als Chance zu sehen und bis zum nächsten Gericht alles in Ordnung zu bringen.,-1
Ich versuche den Tatbestand bei meinem Vorgesetzten zu berichten.,35
neuen ehrlichen Bericht schreiben,-1
Chef das Problem schildern,35
die Schuld auf anderen schieben,-1
"hoffen, dass es keiner bemerkt",33
wütenden Brief an Zuständige schicken,-1
für den Endbericht härter + schneller arbeiten,-1
bei Kollegen über zuständigen + seine Inkompetenz aufregen,32
"Einsehen, dass das mal passieren kann",33
Ich informiere meinen Chef über d. fehlende Betriebsmittel,-1
Ich protokollier in Zukunft meine Arbeitsschritte genau,19
Ich plane das nächste mal mehr Zeit ein,19
Ich ersuche Rat bei Kollegen,21
"Ich versichere mich darüber, dass dies keine Absicht war",33
"Ich versuche anzumerken, dass diese Info fehlt",-1
"Ich frage Kollegen, was sie machen würden",-1
Ich spreche persönlich mit meinem Chef darüber,-1
Ich erzähle meinen Freunden davon,28
Ich versuche Ruhe zu bewahren,-1
Ich denke daran d. ich dafür nichts kann u. es nicht meine Schuld ist,33
Ich berichte dem Chef davon,35
Ich tue alles um Ich erstelle einen neuen Plan wie ich meine Arbeit trotzdem bestmöglich fertigstellen kann,-1
Ich versuche die Situation aufzuklären.,35
Ich versuche trotzdem die Betriebsmittel so schnell wie möglich aufzuschreiben.,-1
"Ich frage Kollegen, ob sie bereits die selbe Erfahrung gemacht haben.",-1
ich erkläre dem Chef die Situation,35
"ich reagiere mich zuerst ab (durch Sport), dann verfasse ich eine professionelle Mail",4
ich spreche das fehlende Betriebsmittel in der Arbeit an.,-1
Meine Arbeit ist nicht mein Leben. Ich relativiere den Ärger mit einem schönen Abend mit Partner*in,-1
"ich spreche die Person, die für Zwischenbericht zuständig ist, darauf an.",-1
Schreibe/erwähne den Vorfall,-1
Schiebe Schuld auf die Betriebsmittel,-1
Nicht alles funktioniert immer im Zeitplan > versuche aufzuholen,33
Verärgert nach Hause gehen und mich abreagieren,31
Die für den Zwischenbericht verantwortliche Person zur Rede stellen,-1
Mich bei den zuständigen Personen beschweren,32
Korrektur des Zwischenberichtes anstreben,-1
Mir im klaren über meine Nichtverantwortlichkeit an der Verzögerung,-1
Verursachen der Verzögerung darauf aufmerksam machen,34
Sich über fehlendes Mittel beschweren,-1
Einfach weiterarbeiten,-1
Zum Zwischenbericht Stellung nehmen,-1
Wut Kollegen mitteilen,-1
Etwas essen,11
Fehlendes Mittel Vorgesetzten mitteilen,-1
Den Verantwortlichen darauf ansprechen,-1
Die Sachlage richtig stellen,35
Ignorieren und weitermachen,9
Sich bei jemanden darüber auslassen,-1
"Ablenken (Sport, etc)",4
Mit dem Chef reden und das abklären,35
Krank machen,16
Mehr arbeiten (Überstunden) um Defizit auszugleichen,-1
Auf fehlendes Betriebsmittel hinweisen,-1
Trotzdem weitermachen,-1
Such beschweren,32
Zeitplan aufholen,-1
Mit Chef sprechen,-1
Mit Kollegen darüber sprechen,-1
Ignorieren und weitermachen,9
Verantwortlichen direkt ansprechen,-1
"Sich bei Kollegen erkunden, ob sie das gleiche Problem haben",-1
Mit Kollegen darüber sprechen,-1
"Nachfragen, warum Betriebsmittel nicht erwähnt wird",-1
Bei Vorgesetzten darüber beschweren,32
Ich finde die verantwortliche Person und bringe meinen Ärger zum Ausdruck,-1
Ich meditiere…,5
Ich korrigiere den Fehler im Zwischenbericht,-1
Ich schlage auf mein Hissen um Wut abzubauen,-1
"Ich schlage gegen die Wand um Schwerzen zu fühlen, Ich",-1
Ich erkläre meinem Chef die Sache,35
Ich ergänze den Zwischenbericht,26
Ich sorge dafür beim nächsten Mal wieder vollen Zugang zu haben,30
Ich arbeite härter um die Zeit wieder einzuholen,-1
Ich lasse meinen Frust an einem Boxsack aus,31
"Ich bestehe darauf, dass dies noch nachtäglich beigefügt wird.",-1
Das nächste Mal *** ich früher um die notwendigen Betriebsmittel.,-1
Ich beschwere mich bei meinem Vorgesetzten darüber.,32
Ich lasse meinen Ärger nach der Arbeit beim Sport aus.,31
Chef fragen wieso nicht erwähnt.,-1
öfter um Betriebsmittel fragen - nerven,-1
mit Kollegen darüber reden,-1
Bewertende darüber informieren & um Korrektur bitten,34
sich selbst nicht die Schuld geben,33
"Betrieb meiden, wechseln",-1
In Zukunft Arbeitsfortschritt weniger v. Pausen abhängig machen,-1
Beim nächsten Mal mehr anstrengen um wieder in Achtung aufzusteigen,24
Klärendes Gespräch mit Verantwortlichen,-1
Wütendes Gespräch mit Verantwortlichen,-1
"Darauf ansprechen, dass es nicht die eigene Schuld war",33
schauen wo das Problem lag,-1
sich den Ärger Luft machen,31
Das nächste mal mit zuverlässigen Partnern zusammenarbeiten,-1
konstruktive Kritik,-1
Ansprechpartner auf der Arbeit um Rat fragen,21
mit Freunden darüber reden,27
"sich anstrengen, dass das Projekt trotzdem rechtzeitig fertig wird",-1
Die Situation reflektieren,-1
Ich fordere eine Korrektur des Zwischenberichts,-1
Ich beschwere mich bei den Zuständigen,32
Ich erkläre die Situation meinem Chef,35
Ich mache Entspannungstechniken und beruhige mich,5
Ich rede mit einer Freundin darüber,28
"Ich sorge dafür, dass der Fehler nicht nochmal passiert",-1
"Ich sorge dafür, dass die Betriebsmittel das nächste mal rechtzeitig kommen",26
Ich rege mich ab und mache Sport,4
Ich spreche mit der für den Zwischenbericht zuständigen Person und frage nach einer Änderung.,34
Ich rede mit FreundInnen und Familie über meinen Frust.,-1
"Ich versuche, das wichtige Ich versuche, den Zugang zu wichtigen BM selbst zu ermöglichen.",-1
Ich erwähne meinen Ärger im nächsten Meeting.,-1
"Ich versuche mich in anderen Bereichen zu engagieren, bis das Problem geklärt ist.",-1
Ich ändere de ändere den Zeitplan mit einer Begründung ab.,34
Ich wechsle das Unternehmen.,17
Ich gehe zu meinem Vorgesetzten und weise auf die Lücke im Bericht hin.,34
"Ich frage, wer den Bericht geschrieben hat und bitte ihn einen neuen, vollständigen zu schreiben.",34
"Ich mache darauf aufmerksam, dass ich keinen Zugang hatte und stelle die Qualität des Berichts in Frage.",34
Ich suche den Schuldigen,-1
Arbeite das nächste Mal besser,-1
Suche besseren Zugang,-1
Verbessere die Schwachstelle im Zugang,-1
Hinterfrage den Zwischenbericht ,-1
Ich rede mit für Bericht Verantwortlichen darüber/weise darauf hin,34
Ich beschwere mich bei Freunden darüber um Dampf abzulassen,32
"Ich bemühe mich, die verlorene Zeit aufzuholen",-1
Ich mache Überstunden um aufzuholen,-1
Ich fechte den Bericht an,34
Ich gehe zum Betriebsrat (sofern vorhanden),35
Ich fahre zum Laufen in den Wald - Frust abbauen,-1
Ich unternehme nichts und mache weiter,-1
"Ich wende mich an einen Zuständigen und sage ihm, warum sich mein Arbeitsfortschritt verzögert hat & dass er es in den Berocht aufnimmt",34
Ich akzeptiere die Situation,-1
Ich beschwere mich,32
Ich unterrichte meinem Chef persönlich über die fehlenden Betriebsmittel,-1
Ich verlange eine Erklärung vom Verfasser des Berichts,34
Ich mache es zum Gesprächsthema der Arbeitsgruppe,-1
"(nicht im Zwischenbericht erwähnt) > Verantwortlichen aufsuchen und versuchen, dass er due Situation klarstellt",34
Situation vor dem Chef klarstellen,35
"mir vornehmen beim nächsten Mal direkt zu handeln, wenn es zu Verzögerungen kommt, damit ich im Zeitplan bleibe",-1
Ich betreibe ganz schlicht Ursachenforschung für das Problem > welche Gründe?,-1
"Hat jemand die Schuld daran, such ich das Gespräch mit ihm",-1
Ich erkläre den Verantwortlichen mein Problem,35
"Ich schaue nach vorne, kümmere mich erneut um den Zugang und reiche einen 2. Bericht nach",-1
"wenn ich mich beeile, kann ich vielleicht sogar noch den Rückstand aufholen",-1
Versuchen die Zeit aufzuholen,-1
"daran denken, dass man jetzt nichts mehr ändern kann",33
mich beschweren,32
planen es beim nächsten Mal besser zu organisieren,-1
Verantwortliche zur Rede stellen,-1
bei Chef beschweren,32
"mir bewusst sein, dass es nicht meine Schuld ist (was soll ich machen?)",33
Zwischenbericht versuchen zu korrigieren,-1
Hintergründe warum kein Zugang zu Betriebsmitteln war hinterfragen,-1
Bier trinken,12
Sport machen,-1
Den Chef darauf ansprechen,36
Verfasser des Zwischenberichts ansprechen,-1
Verfasser des Zwischenberichts anbrüllen,-1
Verfasser des Zwischenberichts zusammenschlagen,-1
Wut beim Boxen etc. auslassen,31
aus Rache andere Betriebsmittel zerstören,-1
mit Familie/Freunden darüber sprechen,29
kündigen,17
"beten, dass Fehler bemerkt & Betriebsmittel nachbestellt wurden",-1
bei zuständiger Stelle fehlende Mittel melden,-1
Sport treiben,-1
mit dem Chef mitteilen,-1
bei anderen darüber aufregen,-1
zu Hause mit Filmen entspannen,4
Frustessen,31
Sache so beruhen lassen/vergessen,9
Positive Gedanken machen,-1
Schuld anderen zuschreiben,-1
Ich rede mich bei einer befreundeten Person auf.,32
Ich versuche den Rückstand wieder aufzuholen.,-1
"Ich versuche herauszufinden, wann sich mein Zugang verzögert hat.",-1
Ich frage ob ich meinen Zwischenbericht nochmal überarbeiten kann.,-1
Ich versuche den nächsten Bericht besser zu schreiben.,-1
den Sachverhalt aufklären im nächsten Zwischenbericht,35
"Ich bitte Kollegen um Hilfe, das Betriebsmittel zu besorgen",21
Ich bitte meinen Vorgesetzten um Hilfe,-1
Ich versuche mit allen Mitteln den Zugang zu beschaffen,-1
Ich konzentriere mich auf andere derzeit wichtigen Dinge,8
Ich versuche meinen Zeitplan anders zu gestalten,26
Ich versuche alles genau zu planen.,19
Ich suche Rat bei einem Freund.,21
"Ich frage einen Freund, ob er mir behilflich ist.",21
Ich bleibe spontan bei der Planung.,19
Ich bleibe locker und zeige keine Angst.,-1
Ich sage das Treffen ab.,17
Ich mache mir keinen Stress.,-1
alles gut planen sodass keine Probleme aufkommen,19
"sich damit zurechtfinden, dass nicht immer alles problemlos ablaeuft",-1
das Zusammenkommen absagen,14
Familie benachrichtigen sich unauffaellig zu verhalten,0
Planung mit Freunden besprechen,-1
Ablenkung durch Fernsehen ,4
Um Hilfe bitten andere Familienmitglieder,21
Meine Aengste meiner Familie mitteilen,18
Versuchen das ganze mit Humor zu sehen,33
"Realisieren, dass ich nicht alles kontrollieren kann",33
Meine Aengste versuchen loszulassen,18
Gute Musik hoeren,-1
"Mich ablenken, in dem ich die Wohnung putze",4
Eine Freundin anrufen,10
Mein einem Hund spielen,-1
Die bloede Tante nicht einladen ,0
Freunde um Hilfe bitten,21
Alkohol trinken,12
auf Kaffee verzichten,11
Ich lade enge Freunde unter den Verwandten schon fuer etwas frueher ein.,0
Ich bin in regem Kontakt mit meiner Familie bzgl der Feier und uebergebe einige Aufgaben.,0
"Ich arbeite daran der Angst, ein Gefuehl der Freude und Vorfreude ueber die Feier entgegenzusetzen.",0
wird sowieso nicht perfekt laufen > gelassen sehen,33
Vorbereitungen treffen,19
jeden fuer etwas einteilen > muss es nicht alleine schaffen,0
darueber Reden,0
Erfahrungen von anderen einholen/Tipps,21
Atmen,5
frueh genug mit der Planung beginnen,0
"Musik hoeren, damit s lustig wird (Vorbereitung + Party)",0
nicht zu viel vornehmen ,-1
"Ich schreibe eine Liste, um meine Gedanken zu ordnen.",-1
"‚Das ist meine Familie, sie werden mir Fehler verzeihen.‘",33
"Ich frage, ob sie mich mit der Vorbereitung (Mitbringen von Speisen helfen.",-1
Ich frage ein/e Freund/in um Hilfe.,21
Ich überlege mir einen Plan B fuer eventuelle Missgeschicke.,-1
"Ich schreibe zuvor eine Nachricht an sie, die meine Bedenken erklaert.",0
nicht alles muss perfekt sein > andere koennen sich auf einer nicht perfekten Party an der der Gastgeber gelassen teilnehmen kann besser amuesieren als wenn alles ist & der Gastgeber gestresst & nervoes ist > eigene Ansprueche an sich selbst zurueckschrauben,0
durchatmen,-1
Glas Wein trinken :D,12
Musik hoeren waehrend der Vorbereitung ,0
Ich plane alles genau,19
Ich hole mir Hilfe bei der Vorbereitung,-1
Ich spreche mit Freunden ueber meine Nervositaet,0
Ich mache Atem-/Entspannungsuebungen,5
"Ich plane nichts, lasse alles auf mich zukommen mit dem Gedanken, dass es gut wird",-1
Ich lade die Familie wieder aus,-1
Ich feiere mit weniger Leuten,-1
Ich lasse meine Familie wissen wie es mir geht,-1
Ich betrinke mich,12
Ich mache davor Sport,-1
Ich meditiere,5
"Ich bitte meine Mutter um Rat, da sie das oefters macht. (einladen)",0
"Ich lasse mir von Freunden aushelfen, damit ich keinen Zeitstress habe.",-1
"Ich suche Spiele heraus, mit denen man sie beschaeftigen koennte.",0
"Ich ueberlege mir Gespraechsthemen, die ich die Runde werfen koennte.",0
"Ich koche, um alle somit fuer eine Weile zu beschaeftigen.",0
ich plane gut im Voraus > genug Zeitpuffer als Vorbereitung,19
ich frage Nahestehende nach Hilfe bei der Party,-1
ich beruhige mich: es ist meine Familie und sie wissen wie das mit Umzügen ist > noch wenig Erfahrung mit Familienfeiern hosten in dem Alter,-1
"ich gebe eine Zeitangabe, die mir gut passt",-1
"ich spiele die Feier im Kopf durch (wo sitzt wer, genug Essen…?)",-1
Alles so perfekt wie möglich machen,19
Ablenken (z.B. durch Musik),4
"Akzeptieren, dass das bei Familienfeiern unmöglich ist",33
Darüber Nachdenken,-1
Jemand anderen den Tag planen lassen u. Verantwortung abgeben,19
Ich treffe die perfekten Vorbereitungen,19
"Ich suche Inspiration, wie man den Tag problemlos gestalten kann",19
"Ich frage alle, was sie essen möchten",-1
ich putze die Wohnung,-1
ich versuche den Druck raus zu nehmen,-1
ich besinne mich auf das Zusammenkommen (das wichtigste quasi),-1
ich bereite alle vor auf das zusammentreffen,19
"Sich einreden, dass alles gut wird",33
"Sich daran erinnern, das alles so ist wie es sein muss",33
Es kann nichts schieflaufen,33
Mit einem Freund/einer Freundin darüber reden,28
Meditieren,-1
"Vor der Ankunft sicherstellen, dass wirklich alles Nötige vorhanden ist",19
"Sich Notizen machen, damit man etwas nicht vergisst",-1
"Gute/positive Musik hören, um sich selbst in die Stimmung zu bringen",-1
Atemübungen,5
"Sport machen, um runterzukommen und sich besser zu fühlen",5
ich plane den ganzen Tag durch,19
ich bitte streitoffene Personen sich zusammenzureissen,-1
"ich erinnere mich, dass sie alle nur ganz normale Menschen sind, die nur das Beste für mich wollen",33
ich sage die Party ab oder verschiebe sie,17
ich betrinke mich vorher,12
ich räume alles perfekt auf und überlege mir für alle Fragen Antworten,19
Ich meditiere bis meine Familie eintrifft.,-1
Ich Putze und räume auf.,-1
Ich besorge essen für die Familie.,-1
Ich beginne schon ohne die Familie mit Freunden zu feiern.,-1
Ich sage meiner Familie ab.,7
Ich lenke mich mit Netflix ab.,4
Entspannungsübungen machen,5
alles so gut wie es geht vorbereiten,19
"hoffen, dass schon alles gut gehen wird",-1
meine Eltern um Hilfe bitten,21
Beruhigungstropfen nehmen,1
"Ich versuche jegliche Störfaktoren aus dem Weg zu schaffen, um mir einen schönen Tag zu ermöglichen",-1
Ich hoffe auf Rücksicht und Hilfsbereitschaft meiner Mitmenschen und nehme den Einzu gelassen,-1
"Ich sage meiner Familie, wenn es nicht klappen sollte spontan ab",-1
Ich ziehe mich zurück und denke nicht weiter darüber nach,-1
Plan machen,19
mit einer anderen Person organisieren,-1
"sagen, dass sie keine Erwartungen haben sollen",-1
"klar machen, dass man sie beim Streit rausschmeissen kann",-1
mit ihnen reden,27
einfach auf sich zukommen lassen,-1
es einen egal lassen werden,9
Ich trinke einen Schluck Alkohol,12
Ich versuche mich abzulenken,4
Ich treffe alle wichtigen Vorkehrungen um einen reibungsfreien Ablauf zu gewähren.,19
"Ich bereite mich sorgfältig vor und ich finde inneren Frieden, wenn ich daran denke, dass alles gut wird.",-1
Ich versichere mich alle Voraussetzungen passen,-1
Freund/in um Support fragen,21
Alkohol um Nervosität zu mindern,1
Geschwister um Hilfe bitten um Probleme zu vermeiden,21
Ablenkung suchen,-1
Spiele Organistieren,-1
Enge Familienmitglieder früher einladen damit sie nochmal alles kontrollieren,-1
Fokus auf die Freude > gemeinsam feiern steht im Vordergrund,-1
"Einreden, dass Scherben auch Glück bringen, falls was schief läuft",33
Checkliste anfertigen um sich zu beruhigen das alles da ist,-1
wenn nötig Hilfe bei Vorbereitung einholen,-1
"sich kurz hinlegen, entspannen, bevor weiter ***",5
Ich plane alles gut durch,19
"Ich sage meiner Familie, dass ich keinen Stress möchte und setze nur die zusammen, die sich vertragen",-1
Ich bitte meine Freunde um Hilfe,21
"Ich reelisiere, dass Probleme immer auftauchen können",-1
"Ich konzentriere mich auf schöne Sachen, z.B. meinen Umzug",8
Ich verlege die Feier ins Restaurant,-1
Alles durchplanen,19
Keinen Plan machen,19
Alle ausladen,-1
Gute Vorbereitung,19
Sich fragen vor was genau man Angst hat,18
Grossfamilie um Hilfe bitten,21
Entspannen,5
Mit anderen über Angst sprechen,18
Mutter nach Tipps fragen,21
aufräumen,-1
genauer Planen,19
Ablenken,-1
versuchen runter zu kommen,5
Freunde als Unterstützung dazu holen,21
Vorschlagen das wo anders zu machen,-1
durchstehen,-1
genaue Regeln verkünden,-1
es offen ansprechen,-1
viel Alkohol anbieten,12
hoffen das jemand von mir/Wohnung ablenkt,4
sie nur in ein Zimmer lassen,-1
versuchen mich auf sie zu freuen,-1
Es Oma sagen > Familienvorstand zur Hilfe,-1
"Sich versuchen abzulenken (z.B. einen Film schauen, sich mit jemanden auf einen Caffe treffen)",4
Beruhigende Medikamente/Drogen einnehmen,1
Wohnung putzen,-1
Wohnung putzen,-1
To-Do-Liste machen,19
"Versuchen, Erwartungen der Familie zu „managen“",-1
im Vorhinein Gesprächsstoff überlegen,-1
Wichtigkeit des Ereignisses relativieren,-1
Enge Familie um Rat fragen,-1
Ich spreche mit meiner Familie über meine Bedenken,-1
Ich bereite frühzeitig alles vor,19
Ich lasse den Tag einfach auf mich zukommen,-1
Ich versuche mich mit anderen Dingen abzulenken,4
"ich versuche, wenige Gedanken darüber zu vergeuden",9
nichts ist perfekt > es kann immer was schief gehen und es wird schon nicht schlimm sein,33
"ich rede vielleicht vorher mit meiner Familie, was sie sich wünschen für die Feier",-1
ich versuche wegen einer „unwichtigen“ Sache keine Angst zu haben > es wird alles gut laufen,33
den Tag gut durchplanen,19
problematische Personen nicht nebeneinander setzen,-1
"sich jemandem anvertrauen, der helfen kann",-1
"Familie vorher anrufen, über Probleme reden",-1
sich ablenken,-1
ich plane alles so gut es geht,19
"ich erarbeite einen Notfallplan, falls etwas schief geht, um mich zu beruhigen",-1
ich beruhige mich kurzfristig mit Alkohol/Essen,-1
Ich stelle mir das Best-case & worst-case Scenario des Tages vor,-1
ich rede positiv und beruhigend mit meiner Ängstlichkeit,18
ich realisiere dass ich nicht alles kontrollieren kann & löse mich von der Angst,-1
Ich äussere meine Bedenken meiner Familie,-1
Bereite alles sorgfältig vor,19
frage Mama & Papa um Hilfe,21
frage Freunde um Hilfe,21
plane den ungefähren Ablauf,19
"kaufe reichlich ein, besser zu viel als zu wenig",19
bitte einige Verwandte ein anderes Mal zu kommen,-1
beschwere mich Tage davor bei Freunden,32
putze alles zweimal,-1
"sich beruhigen zu versuchen, indem man sagt es ist nur die eigene Familie",-1
"sichergehen, dass man alles da hat was man brauchen könnte",19
"sich sagen, dass man am Ende sowieso Spaß haben wird, egal was passiert",33
sich darauf fokussieren wie schön es ist die Familie wiederzusehen,-1
eine sorgfältige To-Do-Liste anlegen,19
"sich genügend Zeit nehmen, um alles in Ruhe angehen zu können",-1
"Familie darüber informieren, dass es ein entspannter Tag werden soll",-1
sich Hilfe von Freunden bei Vorbereitung holen,-1
"sich darauf besinnen, dass es Familie ist und keine Notwendigkeit für Nervosität besteht",33
Sport zum Ausgleich machen,24
Entspannungsbad nehmen,5
Wohnung schön aufräumen und dekorieren,19
Ich spreche mit meinen Verwandten darüber,-1
Ich stelle vorher Regeln auf,19
"Ich vertraue, dass alles gut werden wird",-1
Ich lade einige Verwandte wieder aus,-1
Im Vorfeld strukturierte Pläne verschriftlichen,19
Im Kopf die Feier simulieren und mit Realität vergleichen,-1
Den Leuten sagen dass man nervös sei,-1
Unterstützung in der Familie suchen,21
Meditieren,-1
Kommunikation mit Verwandtschaft,-1
ausreichende Planung,19
"Kommunikation mit Freunden, Familie, Fremden",29
Grossfamilie nicht mehr einladen,-1
Besuch absagen,7
Nicht einziehen,-1
Ich versuche alles so perfekt wie möglich aufzubauen,19
"Ich bitte einige Familienmitglieder, mir dabei zu helfen",21
Ich engagiere einen Caterer,-1
"Ich werde so früh wie möglich aufstehen, um rechtzeitig fertig zu werden",19
"Ich beruhige mich u. sage, dass alles gut wird.",33
Ich plane alles ganz genau.,19
"Ich führe mir vor Augen, dass es meine Familie ist und Pannen menschlich sind.",33
Ich versuche alles locker anzugehen.,-1
Ich kümmere mich früh genug um alles,-1
"Ich lenke mich ab und mache alle Vorbereitungen erst im letzten Moment, um mich nicht zu sehr hereinzusteigern",-1
"Ich kaufe genug Alkohol, dann wird das schon",4
"Ich geniesse die Vorbereitungen, nehme mir Zeit & freue mich auf meine Familie",-1
Es wird doch nie alles perfekt - ich bereite mich schon mal darauf vor & akzeptiere es,33
Ich bereite alles gut vor im Vorhinein,19
Schalte schöne Musik ein,4
Gute Doffe,1
Ablauf durchdenken,19
To-Do-Liste checken,19
"Bitte Freund um Hilfe, Delegieren",-1
Worst-Case-Szenario durchsprechen > Es kann nichts passieren!,-1
Augen zu & atmen,5
Tee trinken & einstimmen,-1
Häufiger Leute einladen,-1
Körperliches Wohlbefinden sicherstellen,5
Ich ziehe was Schönes an,-1
Koche gut,11
Rede mit Freunden,-1
Rede mit Verwandten,-1
"ich mach mir kein Stress & sag die Feier ab bzw. lade nur die Leute ein, auf die ich Lust habe",-1
"ich lenke mich ab, die Feier wird dann spontan auf die Beine gestellt",-1
sich nicht stressen,-1
"gut vorbereiten, damit am wichtigen Tag alles vorhanden ist",19
sich freuen dass man die gesamte Familie wieder sieht,-1
Familie hat bestimmt Verständnis wenn es zu kleinen Problemen kommt,-1
sich ablenken,-1
mit Familienmitgliedern über die Angst reden,18
andere um Rat fragen,21
bitte Freunde um Hilfe bei Vorbereitung,-1
plane alles bis ins kleinste Detail,19
frühe Vorbereitung,19
vorher ein Glas Sekt,12
mit Eltern/Bruder telefonieren,10
Ich bin spontan krank geworden und lade alle aus,-1
"Ich lade eine Freundin ein, die mir den Rücken stärkt",-1
"Ich verlagere die eigentliche Feier in ein Restaurant, damit ich gehe kann, wenn es mir zu viel wird.",-1
"Ich versorge alle mit viel Essen, damit sie zu zufrieden zum Streiten sind.",-1
"Ich erkläre, dass die Wohnung zu klein für alle ist, damit nicht alle gleicheitig kommen.",-1
"Ich sehe ein, dass der Tag sowieso schön wird",33
Ich versuche mich zu beruhigen,-1
Ich teile meine Sorgen mit der Familie,-1
Ich bereite mich gut auf den Tag vor,19
"Ich erinnere mich daran, dass alles gut gehen wird und rede mir gut zu",33
Ich sage die Feier ab,17
"Mir sagen, dass das nicht so schlimm wird",33
alles vorbereiten,19
mit der Familie telefonieren,10
um Rat bei meinen Eltern fragen,21
ich putze die Wohnung,-1
ich koche und bereite alles vor,19
ich entspanne mich und schaue einen Film,-1
ich gehe duschen und richte mich her,5
ich telefoniere mit Freunden,10
ich lese ein Buch,4
"Ich führe mir vor Augen, dass es auch ok ist, wenn der Tag nicht perfekt und reibungslos abläuft. Gerade bei Familientreffen kann es schnell zu Streitigkeiten kommen.",33
Werde einfach alles durchdenken Gespräche und Aktionen und richte alles so wies mir passt.,-1
Werde denken wird schon passen habs mir ja duschüberlegt und wenn was aus Plan verläuft ist ja alles egal.,33
Bei Freunden um Unterstützung für Feier fragen,21
Mit Musik ablenken,4
Sich im Vorhinein bei Großfamilie entschuldigen,-1
ich rede mit allen,-1
ich plane das Treffen so unkompliziert wie möglich,-1
ich rede mit Freunden,-1
ich bitte ein Familienmitglied um Mithilfe,21
ich bereite alles vor,19
ich plane das Treffen so wie Familientreffen bisher immer waren,-1
Habe alles gut geplant also keinen Grund mir Sorgen zu machen.,33
"Es kann passieren, dass manchmal etw. schief geht - kein Weltuntergang.",33
Einen Freund um Hilfe bitten,21
Die Wohnung putzen,-1
Checkliste schreiben und abarbeiten,19
Einfach auf mich zukommen lassen,-1
"Ich sage mir, dass Aufregung ok ist und dass es gut ist aufgeregt zu sein",-1
Falls die Aufregung zu gross ist schaue ich nach Beruhigungsmöglichkeiten,-1
Ich bereite mich sehr gut vor,19
Alles vorbereiten,19
Früh genug mit Vorbereitungen anfangen,19
nicht zu viel Stress machen,-1
Beruhigen,5
"sich bewusst sein, dass Familie kleine Fehler nichts ausmacht",33
Spazieren gehen,-1
Nicht zu sehr hineinsteigern in Situation,-1
"es wird ein schöner Tag, auch wenn was schief geht",33
"mir nimmt es keiner übel, wenn es nicht reibungslos läuft",33
mit Freunden/Fam. drüber reden,29
meditieren,-1
mich vergewissern das alles passt,19
"Ich versuche mich erst abzureagieren, am besten renne ich eine Runde.",-1
Ich atme tief ein und aus und überlege in Ruhe,5
"Ich plane im Detail, wie alles ablaufen soll und mache dabei sauber",19
"Ich lege mich in mein Bett und rede mir ein, dass alles gut werden wird, meine Verwandten sollen mich akzeptieren wie ich bin",33
Ich gehe positiv an die Sache und blende alle möglichen negativen Szenarien aus,-1
Unterstützung bei Vorbereitung suchen,-1
Etwas schönes/lustiges für den Tag vorbereiten > sich auf Reaktion aller freuen,-1
Etwaige Probleme identifizieren und Gegenmassnahmen treffen.,-1
Auf Verständnis der Familie setzen und deshalb nicht zuviele Sorgen machen ,33
Ich plane den Tag komplett durch,19
"Ich plane, lasse aber Spielraum für Fehler und akzeptiere sie",-1
Ich rede mit Anderen über meine Angst,18
"Ich frage mich, ob es wirklich schlimm ist, wenn der Tag nicht problemlos verläuft",33
"Ich suche mir Hilfe, wenn es l bei Freunden zum Aufräumen etc.",-1
Ich plane alles im voraus.,19
"Ich stehe früh genug auf, um alles zu erledigen.",19
"Ich achte darauf, dass das Meiste schon am Vortag erledigt ist.",19
"Ich bitte jemand, mir zu helfen.",21
Ich mache mir nicht all zu grossenStress - ist ja meine Family. =),33
"Ich entwickle „Pläne B“, falls was schief läuft.",-1
Ich gehe mit ihnen einfach Essen.,-1
Ich erstelle einen Plan für die Feier  um die Kontrolle zu behalten,19
Ich erstelle eine Liste mit möglichen Problemen und versuche Lösungen zu finden / Gründe zu finden warum sie nicht so schrecklich sind,-1
